"SEARCHQUERY","CRAWLTIME","RANK","ID"
"Faluche",26-JUN-12,104,"7009923517"
"Faluche",26-JUN-12,105,"6354102457"
"Faluche",26-JUN-12,106,"6354543099"
"Faluche",26-JUN-12,107,"6354608227"
"Faluche",26-JUN-12,108,"6354444367"
"Faluche",26-JUN-12,109,"6354145137"
"Faluche",26-JUN-12,110,"6354566285"
"Faluche",26-JUN-12,111,"6354158137"
"Faluche",26-JUN-12,112,"6354570029"
"Faluche",26-JUN-12,113,"6354483841"
"Faluche",26-JUN-12,114,"6354489895"
"Faluche",26-JUN-12,115,"6354279265"
"Faluche",26-JUN-12,116,"6354290915"
"Faluche",26-JUN-12,117,"6354378849"
"Faluche",26-JUN-12,118,"6354528007"
"Faluche",26-JUN-12,119,"6354109221"
"Faluche",26-JUN-12,120,"6354477703"
"Faluche",26-JUN-12,121,"6354365861"
"Faluche",26-JUN-12,122,"6354181669"
"Faluche",26-JUN-12,123,"6354065115"
"Faluche",26-JUN-12,124,"6354248829"
"Faluche",26-JUN-12,125,"6354288447"
"Faluche",26-JUN-12,126,"6354560613"
"Faluche",26-JUN-12,127,"6354414687"
"Faluche",26-JUN-12,128,"6354604023"
"Faluche",26-JUN-12,129,"6354186091"
"Faluche",26-JUN-12,130,"6354338195"
"Faluche",26-JUN-12,131,"6354421739"
"Faluche",26-JUN-12,132,"6354076757"
"Faluche",26-JUN-12,133,"6354193615"
"Faluche",26-JUN-12,134,"6354258861"
"Faluche",26-JUN-12,135,"6354297309"
"Faluche",26-JUN-12,136,"6354190583"
"Faluche",26-JUN-12,137,"6354400857"
"Faluche",26-JUN-12,138,"6354532425"
"Faluche",26-JUN-12,139,"6354200781"
"Faluche",26-JUN-12,140,"6354357887"
"Faluche",26-JUN-12,141,"6354465215"
"Faluche",26-JUN-12,142,"6354116677"
"Faluche",26-JUN-12,143,"6354149281"
"Faluche",26-JUN-12,144,"6354206915"
"Faluche",26-JUN-12,145,"6354518503"
"Faluche",26-JUN-12,146,"6354309075"
"Faluche",26-JUN-12,147,"6354352185"
"Faluche",26-JUN-12,148,"6354089471"
"Faluche",26-JUN-12,149,"6354237103"
"Faluche",26-JUN-12,150,"6354047623"
"Faluche",26-JUN-12,151,"6354105533"
"Fashion accessory",26-JUN-12,609,"4415587801"
"Fashion accessory",26-JUN-12,610,"4415587907"
"Fashion accessory",26-JUN-12,630,"3246344209"
"Fashion accessory",26-JUN-12,652,"4416354962"
"Fake fur",26-JUN-12,1036,"4031371943"
"Fake fur",26-JUN-12,1037,"4042741496"
"Rochet",26-JUN-12,111,"2521372731"
"Fake fur",26-JUN-12,1038,"4032125192"
"Fake fur",26-JUN-12,1039,"4042740550"
"Fake fur",26-JUN-12,1040,"4032148576"
"Rickrack",26-JUN-12,1005,"5321952552"
"Fake fur",26-JUN-12,1101,"4042744852"
"Fetish fashion",26-JUN-12,2231,"3824971588"
"Fake fur",26-JUN-12,1858,"3286790686"
"Fake fur",26-JUN-12,1898,"3221029446"
"Rickrack",26-JUN-12,2144,"3417011432"
"Falsies",26-JUN-12,393,"3697260522"
"Faluche",26-JUN-12,152,"6354411089"
"Robe",26-JUN-12,348,"4101543000"
"Robe",26-JUN-12,430,"383855472"
"Rickrack",26-JUN-12,3302,"487042187"
"Rickrack",26-JUN-12,3306,"222448555"
"Faluche",26-JUN-12,153,"6354459809"
"Faluche",26-JUN-12,154,"6354470999"
"Faluche",26-JUN-12,155,"6354043401"
"Faluche",26-JUN-12,156,"6354223083"
"Faluche",26-JUN-12,157,"6354072213"
"Faluche",26-JUN-12,158,"6354372793"
"Faluche",26-JUN-12,159,"6354436563"
"Faluche",26-JUN-12,160,"6354417833"
"Faluche",26-JUN-12,161,"6354522909"
"Faluche",26-JUN-12,162,"6354140457"
"Faluche",26-JUN-12,163,"6354274951"
"Faluche",26-JUN-12,164,"6354166481"
"Faluche",26-JUN-12,165,"6354264159"
"Faluche",26-JUN-12,166,"6354454415"
"Faluche",26-JUN-12,167,"6863594504"
"Faluche",26-JUN-12,168,"7009769051"
"Faluche",26-JUN-12,169,"7009898559"
"Faluche",26-JUN-12,170,"6863529124"
"Robe",26-JUN-12,4,"6864887455"
"Faluche",26-JUN-12,171,"7009807833"
"Faluche",26-JUN-12,172,"7009950685"
"Faluche",26-JUN-12,173,"7009671785"
"Faluche",26-JUN-12,174,"7009958061"
"Faluche",26-JUN-12,175,"7009805243"
"Faluche",26-JUN-12,176,"6863740740"
"Faluche",26-JUN-12,177,"6863781148"
"Faluche",26-JUN-12,178,"6863859954"
"Faluche",26-JUN-12,179,"7009766813"
"Faluche",26-JUN-12,180,"7009786901"
"Rochet",26-JUN-12,939,"4351398352"
"Fashion accessory",26-JUN-12,716,"6741020817"
"Fashion accessory",26-JUN-12,732,"6517772079"
"Robe",26-JUN-12,837,"3242105161"
"Robe",26-JUN-12,838,"3037532102"
"Robe",26-JUN-12,839,"5246397546"
"Robe",26-JUN-12,842,"3883689406"
"Robe",26-JUN-12,844,"3217497552"
"Robe",26-JUN-12,881,"5975949911"
"Robe",26-JUN-12,903,"82555260"
"Rochet",26-JUN-12,196,"2541511753"
"Rochet",26-JUN-12,206,"3756130430"
"Rochet",26-JUN-12,207,"4898467465"
"Rochet",26-JUN-12,208,"3755332967"
"Fashion accessory",26-JUN-12,350,"3239377094"
"Fashion accessory",26-JUN-12,397,"5749452294"
"Flannel",27-JUN-12,804,"4625261703"
"Flannel",27-JUN-12,805,"4625261403"
"Flannel",27-JUN-12,806,"4625261549"
"Flannel",27-JUN-12,807,"4625866160"
"Flannel",27-JUN-12,830,"5057221755"
"Sarong",27-JUN-12,3707,"6837836407"
"Flannel",27-JUN-12,5,"2589807051"
"Sarong",27-JUN-12,2417,"5016903862"
"Sarong",27-JUN-12,2418,"661004153"
"Sarong",27-JUN-12,2442,"4978384981"
"Flannel",27-JUN-12,45,"3149005709"
"Flannel",27-JUN-12,46,"3149833026"
"Flannel",27-JUN-12,47,"3149842560"
"Flannel",27-JUN-12,48,"3149852166"
"Sarong",27-JUN-12,2498,"5016910212"
"Sarong",27-JUN-12,2504,"5016896812"
"Sarong",27-JUN-12,2897,"476812876"
"Sarong",27-JUN-12,2902,"476813523"
"Flannel",27-JUN-12,408,"337102798"
"Sarong",27-JUN-12,2936,"254156222"
"Sarong",27-JUN-12,2938,"5082906878"
"Sarong",27-JUN-12,2941,"5077362434"
"Flannel",27-JUN-12,462,"4161088394"
"Sarong",27-JUN-12,2109,"5341044327"
"Flannel",27-JUN-12,903,"3060710538"
"Flannel",27-JUN-12,920,"6853243310"
"Flannel",27-JUN-12,921,"6999353287"
"Flannel",27-JUN-12,940,"4878888644"
"Rochet",26-JUN-12,1161,"6901665165"
"Fashion law",26-JUN-12,115,"441105022"
"Fashion law",26-JUN-12,120,"4707885252"
"Sarong",27-JUN-12,2525,"476882335"
"Sarong",27-JUN-12,2558,"476820242"
"Flannel",27-JUN-12,151,"3595112922"
"Sarong",27-JUN-12,2562,"4978974338"
"Sarong",27-JUN-12,2564,"4978370777"
"Sarong",27-JUN-12,2586,"5082874286"
"Sarong",27-JUN-12,2588,"5076786975"
"Flannel",27-JUN-12,176,"3127349223"
"Sarong",27-JUN-12,2616,"5134976517"
"Sarong",27-JUN-12,2617,"5134965973"
"Sarong",27-JUN-12,2980,"5076727497"
"Sarong",27-JUN-12,2983,"5076746793"
"Flannel",27-JUN-12,488,"3942272660"
"Sarong",27-JUN-12,2988,"5076737549"
"Fake fur",26-JUN-12,1327,"4732050481"
"Fake fur",26-JUN-12,1346,"54717409"
"Fake fur",26-JUN-12,1403,"4308280438"
"Robe",26-JUN-12,728,"5542743945"
"Robe",26-JUN-12,740,"2666935326"
"Flannel",27-JUN-12,949,"4357617148"
"Sarong",27-JUN-12,3512,"5074494529"
"Flannel",27-JUN-12,984,"6999358653"
"Sarong",27-JUN-12,3572,"661021347"
"Flannel",27-JUN-12,1048,"367104109"
"Fake fur",26-JUN-12,1410,"3202577488"
"Flannel",27-JUN-12,203,"3541402105"
"Flannel",27-JUN-12,204,"2590642044"
"Flannel",27-JUN-12,206,"6362003685"
"Sarong",27-JUN-12,2701,"5135581590"
"Sarong",27-JUN-12,3142,"1050572857"
"Flannel",27-JUN-12,614,"5060528189"
"Fake fur",26-JUN-12,1421,"4645455032"
"Sarong",27-JUN-12,1902,"4507180399"
"Sarong",27-JUN-12,1939,"454860072"
"Sarong",27-JUN-12,1946,"411593049"
"Sarong",27-JUN-12,1948,"454842620"
"Sarong",27-JUN-12,1950,"476882349"
"Sarong",27-JUN-12,1954,"5514602190"
"Robe",26-JUN-12,832,"6774785819"
"Robe",26-JUN-12,833,"5954213625"
"Sarong",27-JUN-12,3608,"4320440354"
"Sarong",27-JUN-12,3659,"4320416866"
"Sarong",27-JUN-12,3682,"5010312949"
"Sarong",27-JUN-12,2313,"454857364"
"Flannel",27-JUN-12,660,"5020914182"
"Flannel",27-JUN-12,664,"2431719960"
"Sarong",27-JUN-12,3230,"5077371692"
"Sarong",27-JUN-12,3241,"4507840566"
"Flannel",27-JUN-12,703,"2400500463"
"Flannel",27-JUN-12,720,"4625866766"
"Flannel",27-JUN-12,722,"282246695"
"Sarong",27-JUN-12,3783,"4997797738"
"Sarong",27-JUN-12,3818,"144369230"
"Sarong",27-JUN-12,1510,"5281520390"
"Sarong",27-JUN-12,3963,"4507798366"
"Sheer fabric",27-JUN-12,802,"6517772221"
"Sheer fabric",27-JUN-12,803,"6517772487"
"Sheer fabric",27-JUN-12,806,"7141056575"
"Sheer fabric",27-JUN-12,807,"7141056697"
"Sheer fabric",27-JUN-12,808,"7141056615"
"Sheer fabric",27-JUN-12,811,"6517772315"
"Shako",27-JUN-12,1915,"6345288373"
"Shako",27-JUN-12,1916,"6345288225"
"Shako",27-JUN-12,1917,"6345287901"
"Shako",27-JUN-12,1918,"6345288709"
"Shako",27-JUN-12,1919,"6345288539"
"Shako",27-JUN-12,1920,"6346038166"
"Gamine",27-JUN-12,1828,"5892619125"
"Gamine",27-JUN-12,1853,"5892619261"
"Gamine",27-JUN-12,1855,"1050638545"
"Sheer fabric",27-JUN-12,1148,"4535737143"
"French hood",27-JUN-12,1493,"4618119619"
"Serape",27-JUN-12,589,"533951972"
"Serape",27-JUN-12,594,"12640010"
"Shako",27-JUN-12,138,"79252808"
"Shako",27-JUN-12,865,"2059165918"
"Shako",27-JUN-12,1752,"266845485"
"Shako",27-JUN-12,866,"2058368375"
"Shako",27-JUN-12,867,"2059156748"
"Shako",27-JUN-12,868,"2058379361"
"Shako",27-JUN-12,869,"2058379627"
"Shako",27-JUN-12,870,"2058381691"
"Shako",27-JUN-12,871,"2059163852"
"Shako",27-JUN-12,872,"2059155162"
"Shako",27-JUN-12,873,"2058382459"
"Shako",27-JUN-12,874,"2058378357"
"Shako",27-JUN-12,875,"2058371025"
"Shako",27-JUN-12,876,"2059154976"
"Shako",27-JUN-12,877,"2059153680"
"Shako",27-JUN-12,878,"2059167692"
"Shako",27-JUN-12,879,"2058380789"
"Shako",27-JUN-12,880,"2058366935"
"Shako",27-JUN-12,881,"2059150950"
"Shako",27-JUN-12,882,"2059166400"
"Shako",27-JUN-12,883,"2059155526"
"Shako",27-JUN-12,884,"2058375735"
"Shako",27-JUN-12,885,"2058364817"
"Shako",27-JUN-12,886,"2059150068"
"Shako",27-JUN-12,887,"2059154154"
"Shako",27-JUN-12,888,"2059167936"
"Shako",27-JUN-12,889,"2058366267"
"Shako",27-JUN-12,890,"2058382685"
"Shako",27-JUN-12,891,"2058379861"
"Shako",27-JUN-12,892,"2059161164"
"Shako",27-JUN-12,893,"2059153470"
"Shako",27-JUN-12,894,"2058367721"
"Shako",27-JUN-12,895,"2058365919"
"Shako",27-JUN-12,896,"2059168904"
"Shako",27-JUN-12,897,"2058367331"
"Shako",27-JUN-12,898,"2058381047"
"Shako",27-JUN-12,899,"2058365577"
"Shako",27-JUN-12,900,"2059154364"
"Shako",27-JUN-12,901,"2058371821"
"Shako",27-JUN-12,902,"2058383437"
"Shako",27-JUN-12,942,"2058376251"
"Shako",27-JUN-12,943,"2058369229"
"Shako",27-JUN-12,944,"2058366051"
"Shako",27-JUN-12,945,"2059156278"
"Shako",27-JUN-12,946,"2059162406"
"Shako",27-JUN-12,947,"2059169124"
"Shako",27-JUN-12,948,"2059164364"
"Shako",27-JUN-12,949,"2059168656"
"Shako",27-JUN-12,950,"2058377213"
"Shako",27-JUN-12,951,"2058367549"
"Shako",27-JUN-12,952,"2059152320"
"Shako",27-JUN-12,953,"2058370427"
"Shako",27-JUN-12,954,"2058367133"
"Shako",27-JUN-12,955,"2058365003"
"Shako",27-JUN-12,956,"2059160900"
"Shako",27-JUN-12,957,"2059164632"
"Shako",27-JUN-12,958,"2059166158"
"Shako",27-JUN-12,959,"2059167298"
"Shako",27-JUN-12,960,"2059161660"
"Shako",27-JUN-12,961,"2058377461"
"Shako",27-JUN-12,962,"2059163644"
"Shako",27-JUN-12,963,"2058369041"
"Shako",27-JUN-12,964,"2058370619"
"Shako",27-JUN-12,965,"2059150720"
"Shako",27-JUN-12,966,"2059162656"
"Shako",27-JUN-12,967,"2059162182"
"Shako",27-JUN-12,968,"2059157210"
"Shako",27-JUN-12,969,"2058369789"
"Shako",27-JUN-12,970,"2059151348"
"Shako",27-JUN-12,971,"2059167086"
"Shako",27-JUN-12,972,"2058370211"
"Shako",27-JUN-12,973,"2058366503"
"Sheer fabric",27-JUN-12,488,"197952278"
"Sheer fabric",27-JUN-12,503,"5386125198"
"Sheer fabric",27-JUN-12,508,"5385524297"
"Gamine",27-JUN-12,1882,"5893186698"
"Gamine",27-JUN-12,1887,"5892618931"
"French hood",27-JUN-12,1903,"6278036002"
"French hood",27-JUN-12,1904,"6278034072"
"French hood",27-JUN-12,1905,"4436513664"
"French hood",27-JUN-12,1912,"6277509285"
"French hood",27-JUN-12,1913,"6277511239"
"French hood",27-JUN-12,1914,"6278037276"
"French hood",27-JUN-12,1915,"6278028760"
"French hood",27-JUN-12,1946,"4436504600"
"Shako",27-JUN-12,195,"79252766"
"Gamine",27-JUN-12,2305,"3535649593"
"Sheer fabric",27-JUN-12,2812,"3967240817"
"Shako",27-JUN-12,1478,"5231033609"
"Shako",27-JUN-12,1479,"5231034035"
"Shako",27-JUN-12,1480,"5231031781"
"Shako",27-JUN-12,1481,"5231625094"
"Shako",27-JUN-12,1482,"5231623650"
"Shako",27-JUN-12,1483,"5231623288"
"Shako",27-JUN-12,1484,"5231624112"
"Shako",27-JUN-12,1485,"5231033847"
"Shako",27-JUN-12,1487,"5231623910"
"Shako",27-JUN-12,1489,"5231032251"
"Shako",27-JUN-12,1490,"5231622820"
"Shako",27-JUN-12,630,"4466006989"
"Shako",27-JUN-12,1006,"2135096087"
"Shako",27-JUN-12,1007,"2135903650"
"French hood",27-JUN-12,2701,"7202634162"
"French hood",27-JUN-12,2702,"7202622730"
"French hood",27-JUN-12,2703,"7202624752"
"French hood",27-JUN-12,2704,"7202620792"
"French hood",27-JUN-12,2705,"7202626748"
"French hood",27-JUN-12,2707,"7202628706"
"French hood",27-JUN-12,2708,"7202630610"
"Shako",27-JUN-12,1042,"3853456011"
"Gamine",27-JUN-12,2,"5953458092"
"Gamine",27-JUN-12,3,"5952928349"
"Gamine",27-JUN-12,4,"5953458106"
"Gamine",27-JUN-12,5,"5953458058"
"Gamine",27-JUN-12,6,"5953458080"
"Gamine",27-JUN-12,7,"5953458136"
"Gamine",27-JUN-12,8,"5953458070"
"Gamine",27-JUN-12,9,"5952928317"
"Sheer fabric",27-JUN-12,1314,"410484543"
"Gamine",27-JUN-12,897,"4771719151"
"French hood",27-JUN-12,1612,"7373990532"
"Serape",27-JUN-12,804,"2404525305"
"Serape",27-JUN-12,301,"288611609"
"Serape",27-JUN-12,361,"21547861"
"Serape",27-JUN-12,371,"5689122921"
"Serape",27-JUN-12,486,"1140116524"
"Serape",27-JUN-12,496,"4307580220"
"Shako",27-JUN-12,1585,"1527302856"
"Shako",27-JUN-12,1607,"4354081895"
"Shako",27-JUN-12,701,"2059146022"
"Shako",27-JUN-12,717,"2059141546"
"Shako",27-JUN-12,718,"2059145062"
"Shako",27-JUN-12,719,"2059143410"
"Shako",27-JUN-12,720,"2058357217"
"Shako",27-JUN-12,721,"2059144498"
"Shako",27-JUN-12,722,"2058356983"
"Shako",27-JUN-12,723,"2058360091"
"Shako",27-JUN-12,724,"2059142054"
"Shako",27-JUN-12,725,"2059141330"
"Shako",27-JUN-12,726,"2058359625"
"Shako",27-JUN-12,727,"2059145866"
"Shako",27-JUN-12,728,"2059142982"
"Shako",27-JUN-12,729,"2058356769"
"Shako",27-JUN-12,730,"2058358365"
"Shako",27-JUN-12,731,"2058358533"
"Shako",27-JUN-12,732,"2059141096"
"Shako",27-JUN-12,733,"2058356571"
"Shako",27-JUN-12,734,"2059143612"
"Shako",27-JUN-12,735,"2059140868"
"Shako",27-JUN-12,736,"2059145358"
"Shako",27-JUN-12,737,"2058358145"
"Shako",27-JUN-12,738,"2058355977"
"Shako",27-JUN-12,739,"2058359061"
"Shako",27-JUN-12,740,"2058359291"
"Shako",27-JUN-12,741,"2058357607"
"Shako",27-JUN-12,742,"2058354803"
"Shako",27-JUN-12,743,"2058355007"
"Shako",27-JUN-12,744,"2059141844"
"Shako",27-JUN-12,745,"2059145570"
"Shako",27-JUN-12,746,"2058358721"
"Shako",27-JUN-12,1114,"2135139773"
"Shako",27-JUN-12,1115,"2135933126"
"Shako",27-JUN-12,1116,"2135145327"
"Shako",27-JUN-12,1117,"5208903956"
"Sheer fabric",27-JUN-12,713,"6517772359"
"Sheer fabric",27-JUN-12,714,"6517772427"
"Sheer fabric",27-JUN-12,725,"4281701822"
"Sheer fabric",27-JUN-12,1409,"3532071196"
"Gamine",27-JUN-12,996,"4437213311"
"Gamine",27-JUN-12,997,"4550038844"
"Shako",27-JUN-12,4,"2135951436"
"Shako",27-JUN-12,6,"2135167525"
"Shako",27-JUN-12,7,"2135929330"
"Shako",27-JUN-12,8,"2135905050"
"Shako",27-JUN-12,9,"2135914002"
"Sheer fabric",27-JUN-12,2625,"3987217609"
"French hood",27-JUN-12,1301,"7386452086"
"French hood",27-JUN-12,1311,"2715937996"
"French hood",27-JUN-12,1312,"2715126079"
"French hood",27-JUN-12,1313,"2715928742"
"French hood",27-JUN-12,1314,"2715112375"
"French hood",27-JUN-12,1315,"2715925552"
"French hood",27-JUN-12,1316,"2715924828"
"French hood",27-JUN-12,1317,"2715930262"
"French hood",27-JUN-12,1318,"2715123061"
"French hood",27-JUN-12,1319,"2715929896"
"French hood",27-JUN-12,1320,"2715115317"
"French hood",27-JUN-12,1321,"2715923528"
"French hood",27-JUN-12,1322,"2715127577"
"French hood",27-JUN-12,1323,"2715113695"
"French hood",27-JUN-12,1324,"2715936064"
"French hood",27-JUN-12,1325,"2715134019"
"French hood",27-JUN-12,1326,"2715132587"
"French hood",27-JUN-12,1327,"2715111803"
"Shako",27-JUN-12,1615,"2372614255"
"French hood",27-JUN-12,2103,"4309152805"
"French hood",27-JUN-12,2104,"4309153453"
"French hood",27-JUN-12,2105,"4309888696"
"French hood",27-JUN-12,2106,"4309154459"
"French hood",27-JUN-12,2107,"4309152981"
"French hood",27-JUN-12,2117,"5680282292"
"French hood",27-JUN-12,2155,"5248916424"
"French hood",27-JUN-12,2186,"5955742986"
"French hood",27-JUN-12,2454,"6272996672"
"French hood",27-JUN-12,2455,"7202635954"
"French hood",27-JUN-12,2458,"6272740391"
"French hood",27-JUN-12,2503,"396281800"
"French hood",27-JUN-12,2517,"6273258708"
"Shako",27-JUN-12,829,"2058377703"
"French hood",27-JUN-12,2519,"6686297387"
"Shako",27-JUN-12,830,"2058371431"
"Shako",27-JUN-12,831,"2058382333"
"Shako",27-JUN-12,832,"2058379081"
"French hood",27-JUN-12,2520,"6686298881"
"Shako",27-JUN-12,844,"5658705858"
"French hood",27-JUN-12,2838,"2579350562"
"French hood",27-JUN-12,743,"7196895534"
"French hood",27-JUN-12,782,"5688119185"
"French hood",27-JUN-12,237,"3571670780"
"Scrunchie",27-JUN-12,177,"4353332820"
"Scrunchie",27-JUN-12,180,"4352586571"
"Scrunchie",27-JUN-12,201,"4353332934"
"French hood",27-JUN-12,532,"7251757220"
"French hood",27-JUN-12,817,"3313299074"
"French hood",27-JUN-12,819,"3381033598"
"See-through clothing",27-JUN-12,40,"4841225081"
"See-through clothing",27-JUN-12,43,"4841226459"
"See-through clothing",27-JUN-12,44,"4841227819"
"See-through clothing",27-JUN-12,46,"4841877948"
"See-through clothing",27-JUN-12,47,"6026797877"
"See-through clothing",27-JUN-12,48,"4841877732"
"See-through clothing",27-JUN-12,49,"4841261141"
"See-through clothing",27-JUN-12,50,"4841294103"
"See-through clothing",27-JUN-12,51,"4841963272"
"See-through clothing",27-JUN-12,52,"4841962412"
"Serape",27-JUN-12,209,"287387631"
"French hood",27-JUN-12,1227,"3532950250"
"French hood",27-JUN-12,1238,"5402859129"
"Shako",27-JUN-12,1825,"2301513731"
"French hood",27-JUN-12,901,"4307537282"
"French hood",27-JUN-12,905,"4309154049"
"French hood",27-JUN-12,413,"2554324318"
"French hood",27-JUN-12,418,"1718084241"
"French hood",27-JUN-12,42,"3372410727"
"French hood",27-JUN-12,83,"5275031729"
"French hood",27-JUN-12,102,"3562024212"
"French hood",27-JUN-12,103,"3381033320"
"French hood",27-JUN-12,104,"3408507078"
"French hood",27-JUN-12,105,"3371626420"
"French hood",27-JUN-12,107,"3380248591"
"French hood",27-JUN-12,701,"6003596184"
"French hood",27-JUN-12,702,"7196892888"
"French hood",27-JUN-12,703,"7196894090"
"French hood",27-JUN-12,704,"7196897384"
"French hood",27-JUN-12,705,"7196895022"
"French hood",27-JUN-12,713,"7196896770"
"French hood",27-JUN-12,717,"4451258280"
"Serape",27-JUN-12,7,"5159428825"
"Serape",27-JUN-12,42,"3004531342"
"Serape",27-JUN-12,107,"2233138037"
"French hood",27-JUN-12,448,"3272108007"
"Scrunchie",27-JUN-12,117,"4353332982"
"Scrunchie",27-JUN-12,118,"4352587063"
"Scrunchie",27-JUN-12,121,"364355555"
"Scrunchie",27-JUN-12,122,"365776438"
"Scrunchie",27-JUN-12,124,"4352586937"
"Scrunchie",27-JUN-12,139,"2548189942"
"French hood",27-JUN-12,157,"3380977126"
"French hood",27-JUN-12,158,"3371591238"
"French hood",27-JUN-12,159,"3380213905"
"French hood",27-JUN-12,160,"3380216719"
"French hood",27-JUN-12,161,"3380974978"
"French hood",27-JUN-12,165,"3381069512"
"French hood",27-JUN-12,166,"6834578004"
"French hood",27-JUN-12,176,"3586974108"
"Girdle",28-JUN-12,729,"4973031077"
"Girdle",28-JUN-12,732,"7383124876"
"Girdle",28-JUN-12,801,"7383124876"
"Size zero",28-JUN-12,809,"3174079004"
"Size zero",28-JUN-12,843,"369255345"
"Size zero",28-JUN-12,1071,"3271515087"
"Size zero",28-JUN-12,1086,"4219449385"
"Girdle",28-JUN-12,60,"4431574808"
"Girdle",28-JUN-12,85,"4400984412"
"Girdle",28-JUN-12,405,"2097490615"
"Hakama",29-JUN-12,3,"4449362737"
"Girdle",28-JUN-12,910,"6804751388"
"Girdle",28-JUN-12,928,"4888382795"
"Girdle",28-JUN-12,929,"4888384615"
"Girdle",28-JUN-12,930,"4888379695"
"Girdle",28-JUN-12,931,"4888381567"
"Girdle",28-JUN-12,932,"4888981692"
"Size zero",28-JUN-12,3,"4925371317"
"Girdle",28-JUN-12,126,"5954917032"
"Girdle",28-JUN-12,133,"4526987965"
"Girdle",28-JUN-12,412,"5528445329"
"French hood",27-JUN-12,602,"3492463720"
"Scrunchie",27-JUN-12,318,"4486581666"
"Hakama",29-JUN-12,62,"4450139658"
"Girdle",28-JUN-12,999,"2415406715"
"Size zero",28-JUN-12,628,"3535113149"
"Girdle",28-JUN-12,558,"2117096669"
"Size zero",28-JUN-12,659,"7113403019"
"Size zero",28-JUN-12,683,"3535931474"
"Size zero",28-JUN-12,684,"3535931326"
"Size zero",28-JUN-12,685,"3535113749"
"Hakama",29-JUN-12,372,"4165768474"
"Hakama",29-JUN-12,373,"4164999607"
"Hakama",29-JUN-12,374,"4165768902"
"Hakama",29-JUN-12,375,"4165755378"
"Hakama",29-JUN-12,376,"4165756320"
"Hakama",29-JUN-12,377,"4165764376"
"Hakama",29-JUN-12,378,"4165768110"
"Hakama",29-JUN-12,379,"4165001119"
"Hakama",29-JUN-12,380,"4165757554"
"Hakama",29-JUN-12,381,"4165764862"
"Hakama",29-JUN-12,382,"4165763038"
"Hakama",29-JUN-12,383,"4165763432"
"Hakama",29-JUN-12,384,"4165007663"
"Hakama",29-JUN-12,385,"4165003717"
"Hakama",29-JUN-12,386,"4165755830"
"Hakama",29-JUN-12,387,"4164996539"
"Hakama",29-JUN-12,388,"4165762524"
"Hakama",29-JUN-12,389,"4165001645"
"Hakama",29-JUN-12,390,"4165002763"
"Hakama",29-JUN-12,391,"4165765348"
"Hakama",29-JUN-12,392,"4165758706"
"Hakama",29-JUN-12,393,"4165003275"
"Hakama",29-JUN-12,394,"4165008541"
"Hakama",29-JUN-12,395,"4165756914"
"Hakama",29-JUN-12,396,"4165760606"
"Hakama",29-JUN-12,397,"4165763886"
"Hakama",29-JUN-12,398,"4165009259"
"Hakama",29-JUN-12,407,"4450141786"
"Girdle",28-JUN-12,1242,"3779232931"
"Girdle",28-JUN-12,1243,"3780041476"
"Girdle",28-JUN-12,38,"2810536004"
"Girdle",28-JUN-12,279,"203176001"
"Size zero",28-JUN-12,697,"3535113029"
"Size zero",28-JUN-12,698,"3535113305"
"Girdle",28-JUN-12,609,"5514746784"
"Size zero",28-JUN-12,725,"3535113441"
"Size zero",28-JUN-12,728,"3535113581"
"Girdle",28-JUN-12,726,"7383121314"
"Shoe tree",28-JUN-12,1132,"4194209338"
"Shoe tree",28-JUN-12,482,"3893324405"
"Shoe tree",28-JUN-12,483,"3893344583"
"Shoe tree",28-JUN-12,510,"2902536583"
"Shoe tree",28-JUN-12,511,"2818096320"
"Shoe tree",28-JUN-12,512,"2817239453"
"Shoe tree",28-JUN-12,528,"2817248213"
"Shoe tree",28-JUN-12,792,"4023689487"
"Gather (sewing)",28-JUN-12,1120,"2197168564"
"Gather (sewing)",28-JUN-12,3558,"3596411892"
"Gather (sewing)",28-JUN-12,3605,"3218361762"
"Gather (sewing)",28-JUN-12,2773,"3543338357"
"Shoe tree",28-JUN-12,1608,"5124491729"
"Gather (sewing)",28-JUN-12,3175,"6572539643"
"Shoe tree",28-JUN-12,1637,"180929895"
"Gamine",28-JUN-12,2902,"1046769264"
"Gamine",28-JUN-12,2903,"3036683735"
"Shoe tree",28-JUN-12,22,"2218458729"
"Gamine",28-JUN-12,3501,"3192674266"
"Gamine",28-JUN-12,3511,"72137476"
"Shoe tree",28-JUN-12,1008,"5236273049"
"Shoe tree",28-JUN-12,1014,"5968508074"
"Shoe tree",28-JUN-12,1021,"3892188824"
"Gather (sewing)",28-JUN-12,2205,"2739095928"
"Shoe tree",28-JUN-12,598,"3716819305"
"Shoe tree",28-JUN-12,602,"180938123"
"Gather (sewing)",28-JUN-12,1163,"2196379675"
"Gather (sewing)",28-JUN-12,1188,"2196380203"
"Shoe tree",28-JUN-12,834,"2210993333"
"Shoe tree",28-JUN-12,870,"4429011142"
"Shoe tree",28-JUN-12,1441,"1786736577"
"Gather (sewing)",28-JUN-12,3353,"4624610203"
"Shoe tree",28-JUN-12,85,"2355509621"
"Shoe tree",28-JUN-12,109,"7261890740"
"Shoe tree",28-JUN-12,618,"7341163920"
"Shoe tree",28-JUN-12,639,"5815707027"
"Shoe tree",28-JUN-12,659,"242970338"
"Gather (sewing)",28-JUN-12,3356,"4625216896"
