PHOTO_ID,PictureURL,Category,T1_Q1,T2_Q1,T3_Q1,T1_Q2,T1_Q2,T1_Q2,T1_Familiarity,T2_Familiarity,T3_Familiarity
4816852445,http://farm5.static.flickr.com/4077/4816852445_345cff9e79.jpg,Plastic clothing,No,No,No,No,No,No,7,1,7
5183063362,http://farm5.static.flickr.com/4125/5183063362_5c892c7dee.jpg,Plastic clothing,No,No,No,No,No,No,7,1,7
5757150525,http://farm6.static.flickr.com/5226/5757150525_321617f970.jpg,Plastic clothing,No,No,No,No,No,No,7,1,7
3657055991,http://farm3.static.flickr.com/2052/3657055991_ec41f90175.jpg,Preppy,Yes,Yes,Yes,NotSure,Yes,Yes,1,1,7
2226191052,http://farm3.static.flickr.com/2147/2226191052_82d953a88c.jpg,Preppy,No,Yes,NotSure,No,No,No,1,1,7
2171155662,http://farm3.static.flickr.com/2247/2171155662_5a0726af81.jpg,Preppy,Yes,Yes,Yes,NotSure,Yes,Yes,1,1,7
3657761263,http://farm3.static.flickr.com/2425/3657761263_3284d29539.jpg,Preppy,Yes,Yes,Yes,NotSure,No,Yes,1,1,7
3657848000,http://farm4.static.flickr.com/3098/3657848000_7a55cd9bb3.jpg,Preppy,Yes,Yes,Yes,No,Yes,Yes,7,7,6
2902233276,http://farm4.static.flickr.com/3115/2902233276_187f4f8b59.jpg,Preppy,Yes,Yes,Yes,No,No,Yes,7,7,6
2901405871,http://farm4.static.flickr.com/3138/2901405871_c75f1447f7.jpg,Preppy,Yes,Yes,Yes,No,No,Yes,7,7,6
2918916762,http://farm4.static.flickr.com/3196/2918916762_e4cceb3e25.jpg,Preppy,No,Yes,Yes,No,No,Yes,7,7,6
3656989151,http://farm4.static.flickr.com/3336/3656989151_73fa220e4b.jpg,Preppy,Yes,No,Yes,NotSure,NotSure,NotSure,7,1,1
3657849094,http://farm4.static.flickr.com/3337/3657849094_24fd13b295.jpg,Preppy,Yes,No,Yes,Yes,NotSure,NotSure,7,1,1
3657010537,http://farm4.static.flickr.com/3341/3657010537_7c4ac1f47f.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,NotSure,7,1,1
3657819392,http://farm4.static.flickr.com/3341/3657819392_f9f5938651.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,NotSure,7,1,1
3657783920,http://farm4.static.flickr.com/3358/3657783920_4701cb6766.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
3656987209,http://farm4.static.flickr.com/3360/3656987209_14884a8ab7.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
3657853404,http://farm4.static.flickr.com/3361/3657853404_66aaee4148.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,No,7,1,7
3656987129,http://farm4.static.flickr.com/3362/3656987129_81cfb6abe7.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
3657049895,http://farm4.static.flickr.com/3373/3657049895_781565ed2f.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,NotSure,7,6,1
3656985731,http://farm4.static.flickr.com/3374/3656985731_eb607c3a0a.jpg,Preppy,Yes,Yes,Yes,No,Yes,NotSure,7,6,1
3656989413,http://farm4.static.flickr.com/3375/3656989413_065a83dd00.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,NotSure,7,6,1
3657785008,http://farm4.static.flickr.com/3376/3657785008_ee0fe35578.jpg,Preppy,Yes,Yes,Yes,No,No,NotSure,7,6,1
3656989205,http://farm4.static.flickr.com/3388/3656989205_ff87a183a8.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,No,5,7,1
3657849784,http://farm4.static.flickr.com/3388/3657849784_51c0dc3601.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,5,7,1
3657758017,http://farm4.static.flickr.com/3389/3657758017_0ac5680c17.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,5,7,1
3657783322,http://farm4.static.flickr.com/3389/3657783322_4ceaee21d0.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,5,7,1
3656985157,http://farm4.static.flickr.com/3392/3656985157_d5cbf19a8a.jpg,Preppy,Yes,No,Yes,Yes,Yes,Yes,7,1,7
3657039049,http://farm4.static.flickr.com/3393/3657039049_ea48b14b97.jpg,Preppy,Yes,NotSure,Yes,Yes,Yes,Yes,7,1,7
3657784496,http://farm4.static.flickr.com/3393/3657784496_f3293803d2.jpg,Preppy,Yes,NotSure,Yes,Yes,Yes,Yes,7,1,7
3657847930,http://farm4.static.flickr.com/3395/3657847930_2ca4418a65.jpg,Preppy,Yes,Yes,Yes,Yes,No,Yes,7,1,7
3392117853,http://farm4.static.flickr.com/3453/3392117853_ea7c0d3e85.jpg,Preppy,Yes,Yes,Yes,No,No,Yes,7,7,6
3656986699,http://farm4.static.flickr.com/3541/3656986699_a31f7e0699.jpg,Preppy,Yes,Yes,Yes,No,NotSure,No,7,7,6
3657780184,http://farm4.static.flickr.com/3544/3657780184_305f37bf67.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,7,6
3657782016,http://farm4.static.flickr.com/3545/3657782016_403c51010d.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,7,6
3657059389,http://farm4.static.flickr.com/3571/3657059389_2f7cf41d00.jpg,Preppy,Yes,Yes,Yes,NotSure,Yes,Yes,1,7,6
3656986929,http://farm4.static.flickr.com/3576/3656986929_e0033603b7.jpg,Preppy,Yes,Yes,Yes,NotSure,Yes,Yes,1,7,6
3657052931,http://farm4.static.flickr.com/3576/3657052931_a085030131.jpg,Preppy,Yes,Yes,Yes,NotSure,Yes,No,1,7,6
3657850756,http://farm4.static.flickr.com/3577/3657850756_672f506281.jpg,Preppy,Yes,Yes,Yes,NotSure,Yes,Yes,1,7,6
3657010319,http://farm4.static.flickr.com/3618/3657010319_166b069088.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
3656987879,http://farm4.static.flickr.com/3620/3656987879_0bd2797dbc.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,Yes,7,1,7
3656989307,http://farm4.static.flickr.com/3622/3656989307_151e7ac073.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,Yes,7,1,7
3657850420,http://farm4.static.flickr.com/3624/3657850420_60e0d00d31.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,Yes,7,1,7
3657000057,http://farm4.static.flickr.com/3626/3657000057_e962b80fdd.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,NotSure,7,1,5
3657852888,http://farm4.static.flickr.com/3626/3657852888_13c4c732c9.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,1,5
3656989891,http://farm4.static.flickr.com/3627/3656989891_f5f095e682.jpg,Preppy,Yes,Yes,Yes,No,Yes,No,7,1,5
3656988253,http://farm4.static.flickr.com/3628/3656988253_624d95f967.jpg,Preppy,Yes,Yes,Yes,Yes,Yes,Yes,7,1,5
3657782700,http://farm4.static.flickr.com/3644/3657782700_d4ce306715.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,Yes,7,1,7
3657780542,http://farm4.static.flickr.com/3646/3657780542_04ae3ae6e8.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,Yes,7,1,7
3657847580,http://farm4.static.flickr.com/3649/3657847580_4e4ac64476.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,No,7,1,7
3656989769,http://farm4.static.flickr.com/3650/3656989769_9709954d76.jpg,Preppy,Yes,Yes,Yes,Yes,NotSure,Yes,7,1,7
4397704353,http://farm5.static.flickr.com/4030/4397704353_0554fba41c.jpg,Preppy,No,No,No,No,No,No,6,7,1
4398470970,http://farm5.static.flickr.com/4035/4398470970_9a8b13e45a.jpg,Preppy,No,No,No,No,No,No,6,7,1
4280731055,http://farm5.static.flickr.com/4037/4280731055_3e2b1096dd.jpg,Preppy,No,No,Yes,No,No,NotSure,6,7,1
4398471012,http://farm5.static.flickr.com/4040/4398471012_a4ab70ede6.jpg,Preppy,No,No,No,No,No,No,6,7,1
6519015235,http://farm8.static.flickr.com/7007/6519015235_fd826ffd32.jpg,Preppy,Yes,No,Yes,NotSure,No,No,1,7,7
6962872685,http://farm8.static.flickr.com/7054/6962872685_c0466aee74.jpg,Preppy,No,No,No,No,No,No,1,7,7
6894470344,http://farm8.static.flickr.com/7056/6894470344_b6cc73bbe5.jpg,Preppy,No,No,No,No,No,No,1,7,7
7040566041,http://farm8.static.flickr.com/7137/7040566041_ea993055ca.jpg,Preppy,No,No,No,No,No,No,1,7,7
3162726767,http://farm4.static.flickr.com/3268/3162726767_a5b3cbaf94.jpg,Revers,No,No,No,No,No,No,1,1,7
4629457432,http://farm5.static.flickr.com/4004/4629457432_6c97fba7fb.jpg,Revers,Yes,Yes,Yes,No,NotSure,Yes,1,1,7
5395424732,http://farm5.static.flickr.com/4101/5395424732_a695688b1f.jpg,Revers,No,Yes,,NotSure,Yes,Yes,1,1,7
6706482779,http://farm8.static.flickr.com/7016/6706482779_54e180b3fa.jpg,Revers,Yes,Yes,Yes,Yes,Yes,Yes,1,1,7
4841227819,http://farm5.static.flickr.com/4154/4841227819_0b914abbac.jpg,See-through clothing,Yes,Yes,No,No,Yes,No,6,3,7
6026797877,http://farm7.static.flickr.com/6189/6026797877_9631ec76db.jpg,See-through clothing,No,No,No,No,No,No,6,3,7
4483050581,http://farm3.static.flickr.com/2773/4483050581_4c57ea9abe.jpg,Cowboy hat,Yes,Yes,Yes,Yes,Yes,Yes,4,7,6
3024677628,http://farm4.static.flickr.com/3016/3024677628_cfef624985.jpg,Cowboy hat,NotSure,Yes,Yes,NotSure,Yes,Yes,4,7,6
3031867206,http://farm4.static.flickr.com/3226/3031867206_a78a9fbf3f.jpg,Cowboy hat,Yes,Yes,Yes,NotSure,Yes,Yes,4,7,6
2666997907,http://farm4.static.flickr.com/3249/2666997907_a6c335fa66.jpg,Cowboy hat,NotSure,Yes,Yes,NotSure,Yes,Yes,4,7,6
3618608792,http://farm4.static.flickr.com/3655/3618608792_3e520f834c.jpg,Cowboy hat,Yes,Yes,No,Yes,Yes,NotSure,7,7,7
3384321444,http://farm4.static.flickr.com/3657/3384321444_8331a969e9.jpg,Cowboy hat,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
4513975790,http://farm5.static.flickr.com/4007/4513975790_21894c1f7a.jpg,Cowboy hat,Yes,Yes,NotSure,Yes,Yes,Yes,7,7,7
4649277484,http://farm5.static.flickr.com/4010/4649277484_d123e4affa.jpg,Cowboy hat,Yes,Yes,NotSure,Yes,Yes,Yes,7,7,7
5398943879,http://farm6.static.flickr.com/5138/5398943879_57e56f3f9c.jpg,Cummerbund,Yes,Yes,Yes,Yes,No,NotSure,,6,1
5399549414,http://farm6.static.flickr.com/5172/5399549414_f74f2e2201.jpg,Cummerbund,Yes,Yes,Yes,Yes,No,NotSure,,6,1
5398940741,http://farm6.static.flickr.com/5212/5398940741_8c673da3f7.jpg,Cummerbund,Yes,Yes,Yes,Yes,No,NotSure,,6,1
4192321417,http://farm3.static.flickr.com/2594/4192321417_e984c42dd8.jpg,Dirndl,Yes,Yes,Yes,Yes,Yes,Yes,6,3,7
4192329109,http://farm3.static.flickr.com/2607/4192329109_5e5e315523.jpg,Dirndl,Yes,Yes,Yes,Yes,NotSure,Yes,6,3,7
4192324231,http://farm3.static.flickr.com/2661/4192324231_92cd1c10aa.jpg,Dirndl,Yes,Yes,Yes,Yes,No,Yes,6,3,7
4193071878,http://farm3.static.flickr.com/2677/4193071878_f59e9981b9.jpg,Dirndl,Yes,Yes,Yes,No,No,Yes,6,3,7
4193089256,http://farm3.static.flickr.com/2694/4193089256_d7f9d50335.jpg,Dirndl,Yes,Yes,Yes,Yes,Yes,Yes,,6,7
4192314985,http://farm3.static.flickr.com/2722/4192314985_1db8de45cb.jpg,Dirndl,Yes,Yes,Yes,Yes,Yes,Yes,,6,7
4192311385,http://farm3.static.flickr.com/2731/4192311385_46cb0fbdd3.jpg,Dirndl,Yes,Yes,Yes,,Yes,Yes,,6,7
4192313053,http://farm3.static.flickr.com/2758/4192313053_9412233f98.jpg,Dirndl,Yes,Yes,Yes,Yes,Yes,Yes,,6,7
54717409,http://farm1.static.flickr.com/25/54717409_fab3b2a5e7.jpg,Fake fur,NotSure,Yes,Yes,Yes,Yes,Yes,6,7,7
4732050481,http://farm2.static.flickr.com/1015/4732050481_decf8058c1.jpg,Fake fur,No,NotSure,,No,Yes,Yes,6,7,7
4041994807,http://farm3.static.flickr.com/2468/4041994807_e5de47bda7.jpg,Fake fur,No,No,No,No,No,No,6,7,7
4041998825,http://farm3.static.flickr.com/2533/4041998825_eae0040149.jpg,Fake fur,No,Yes,Yes,Yes,Yes,Yes,6,7,7
3155671239,http://farm4.static.flickr.com/3095/3155671239_9784386333.jpg,Fake fur,No,NotSure,No,Yes,NotSure,NotSure,6,4,7
3106502124,http://farm4.static.flickr.com/3276/3106502124_fc3829ae68.jpg,Fake fur,Yes,Yes,No,Yes,Yes,Yes,6,4,7
4031371943,http://farm4.static.flickr.com/3278/4031371943_63c65055a2.jpg,Fake fur,No,No,No,No,No,No,6,4,7
3202577488,http://farm4.static.flickr.com/3403/3202577488_b05befc0bb.jpg,Fake fur,Yes,Yes,Yes,NotSure,Yes,Yes,6,4,7
2604126058,http://farm4.static.flickr.com/3073/2604126058_887926f7d5.jpg,Falsies,No,Yes,No,No,No,No,1,3,1
2623261559,http://farm4.static.flickr.com/3233/2623261559_ce79f5c531.jpg,Falsies,No,Yes,No,No,NotSure,No,1,3,1
2623261577,http://farm4.static.flickr.com/3277/2623261577_8df8c2e2d9.jpg,Falsies,No,Yes,No,No,No,No,1,3,1
6670876229,http://farm8.static.flickr.com/7032/6670876229_bce52dfffc.jpg,Falsies,NotSure,No,No,NotSure,No,No,1,3,1
6354197899,http://farm7.static.flickr.com/6019/6354197899_9163cd2ec6.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,1,5
6354315839,http://farm7.static.flickr.com/6019/6354315839_7a4f5528e7.jpg,Faluche,No,No,Yes,No,No,No,5,1,5
6354352185,http://farm7.static.flickr.com/6019/6354352185_5150a245f2.jpg,Faluche,No,No,Yes,No,No,No,5,1,5
6354543099,http://farm7.static.flickr.com/6032/6354543099_08526fab46.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,1,5
6354357887,http://farm7.static.flickr.com/6033/6354357887_a3f4ba9c7f.jpg,Faluche,Yes,Yes,Yes,NotSure,Yes,Yes,1,7,5
6354382935,http://farm7.static.flickr.com/6033/6354382935_54d23538b3.jpg,Faluche,NotSure,No,Yes,NotSure,Yes,Yes,1,7,5
6354489895,http://farm7.static.flickr.com/6034/6354489895_7d0fb9cda2.jpg,Faluche,Yes,Yes,Yes,NotSure,Yes,Yes,1,7,5
6354324755,http://farm7.static.flickr.com/6036/6354324755_e4f2c87471.jpg,Faluche,No,No,Yes,No,No,Yes,1,7,5
6354190583,http://farm7.static.flickr.com/6104/6354190583_08497f4d2e.jpg,Faluche,Yes,Yes,Yes,No,No,No,7,7,7
6354186091,http://farm7.static.flickr.com/6105/6354186091_84be019497.jpg,Faluche,Yes,No,No,No,No,No,7,7,7
6354244043,http://farm7.static.flickr.com/6106/6354244043_3212236d1d.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
6354532425,http://farm7.static.flickr.com/6106/6354532425_8e0be5c9cb.jpg,Faluche,Yes,Yes,Yes,Yes,No,Yes,7,7,7
6354237103,http://farm7.static.flickr.com/6114/6354237103_9d0de1dbb8.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,1,
6354414687,http://farm7.static.flickr.com/6114/6354414687_1261dab6f6.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,1,
6354583127,http://farm7.static.flickr.com/6115/6354583127_e60f467008.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,1,
6354470999,http://farm7.static.flickr.com/6116/6354470999_e282c0995f.jpg,Faluche,Yes,Yes,Yes,No,Yes,Yes,5,1,
6354037491,http://farm7.static.flickr.com/6117/6354037491_cc67282770.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,1,6,5
6354043401,http://farm7.static.flickr.com/6117/6354043401_8e2bed5e62.jpg,Faluche,Yes,Yes,No,Yes,Yes,Yes,1,6,5
6354152117,http://farm7.static.flickr.com/6118/6354152117_e14a9506b2.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,1,6,5
6354608227,http://farm7.static.flickr.com/6118/6354608227_8511d8145f.jpg,Faluche,No,Yes,No,No,No,No,1,6,5
6354145137,http://farm7.static.flickr.com/6225/6354145137_8db6295cf3.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,6,6,6
6354331653,http://farm7.static.flickr.com/6225/6354331653_00f2bbe94e.jpg,Faluche,Yes,Yes,Yes,No,No,No,6,6,6
6354522909,http://farm7.static.flickr.com/6225/6354522909_e94c66ce09.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,6,6,6
6354217279,http://farm7.static.flickr.com/6227/6354217279_135c214c06.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,6,6,6
6354060327,http://farm7.static.flickr.com/6228/6354060327_5b5d9858b8.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,6,6,7
6354193615,http://farm7.static.flickr.com/6228/6354193615_56917271a3.jpg,Faluche,,Yes,No,No,No,No,6,6,7
6354397835,http://farm7.static.flickr.com/6228/6354397835_9d2ace55f2.jpg,Faluche,Yes,Yes,Yes,No,No,No,6,6,7
6354518503,http://farm7.static.flickr.com/6228/6354518503_eec20f08b5.jpg,Faluche,Yes,Yes,Yes,No,No,No,6,6,7
7009769051,http://farm8.static.flickr.com/7103/7009769051_34d5a15ea4.jpg,Faluche,Yes,Yes,Yes,No,No,Yes,6,3,4
7009805243,http://farm8.static.flickr.com/7104/7009805243_d86121d83f.jpg,Faluche,No,Yes,Yes,No,No,Yes,6,3,4
7009807833,http://farm8.static.flickr.com/7115/7009807833_8b4fbcf37e.jpg,Faluche,No,Yes,Yes,No,No,Yes,6,3,4
7009898559,http://farm8.static.flickr.com/7136/7009898559_a3720a35f4.jpg,Faluche,Yes,Yes,No,No,No,No,6,3,4
7009798701,http://farm8.static.flickr.com/7200/7009798701_33025f976e.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,6,6
7009766813,http://farm8.static.flickr.com/7214/7009766813_4e6506ac15.jpg,Faluche,Yes,Yes,Yes,Yes,No,Yes,5,6,6
7009786901,http://farm8.static.flickr.com/7227/7009786901_870ce8a1cf.jpg,Faluche,Yes,Yes,Yes,Yes,Yes,Yes,5,6,6
7009671785,http://farm8.static.flickr.com/7233/7009671785_53f2cbe896.jpg,Faluche,Yes,Yes,Yes,No,No,No,5,6,6
3330029876,http://farm4.static.flickr.com/3622/3330029876_befea15fcc.jpg,Fetish fashion,Yes,Yes,Yes,Yes,Yes,Yes,6,7,7
3329196583,http://farm4.static.flickr.com/3627/3329196583_b9fe85caf5.jpg,Fetish fashion,Yes,Yes,Yes,Yes,Yes,Yes,6,7,7
4579033799,http://farm5.static.flickr.com/4032/4579033799_992fe916f6.jpg,Fetish fashion,Yes,Yes,Yes,Yes,NotSure,Yes,6,7,7
4524771310,http://farm5.static.flickr.com/4070/4524771310_1abaa7daed.jpg,Fetish fashion,Yes,Yes,Yes,Yes,No,NotSure,6,7,7
6362003685,http://farm7.static.flickr.com/6098/6362003685_141a3862f2.jpg,Flannel,Yes,Yes,Yes,Yes,Yes,NotSure,7,5,1
6999353287,http://farm7.static.flickr.com/6111/6999353287_cd4bacee11.jpg,Flannel,Yes,Yes,Yes,No,NotSure,NotSure,7,5,1
6853243310,http://farm8.static.flickr.com/7101/6853243310_7e8ac6ab3b.jpg,Flannel,Yes,Yes,Yes,No,NotSure,NotSure,7,5,1
2715115317,http://farm4.static.flickr.com/3106/2715115317_bd93c07435.jpg,French hood,No,No,No,No,No,No,6,,1
2715113695,http://farm4.static.flickr.com/3107/2715113695_fa928307e1.jpg,French hood,No,No,No,No,No,No,6,,1
2715123061,http://farm4.static.flickr.com/3137/2715123061_b7db2e0645.jpg,French hood,No,No,No,No,No,No,6,,1
2715929896,http://farm4.static.flickr.com/3148/2715929896_d5d6a86703.jpg,French hood,No,No,No,No,No,No,6,,1
4618119619,http://farm5.static.flickr.com/4023/4618119619_7afd061196.jpg,French hood,No,No,No,No,No,No,2,6,6
4309888696,http://farm5.static.flickr.com/4026/4309888696_343d6c245d.jpg,French hood,No,Yes,Yes,No,No,,2,6,6
4436513664,http://farm5.static.flickr.com/4031/4436513664_d083b7056d.jpg,French hood,No,No,No,No,No,No,2,6,6
4436504600,http://farm5.static.flickr.com/4048/4436504600_fc4ffff301.jpg,French hood,No,No,No,No,No,No,2,6,6
1046769264,http://farm2.static.flickr.com/1384/1046769264_6fdb6e6b52.jpg,Gamine,Yes,Yes,No,No,Yes,No,6,7,7
2217108912,http://farm3.static.flickr.com/2247/2217108912_947d451e56.jpg,Gamine,Yes,Yes,No,No,Yes,NotSure,6,7,7
2053934735,http://farm3.static.flickr.com/2345/2053934735_8dce68c3be.jpg,Gamine,No,No,Yes,No,No,No,6,7,7
3036683735,http://farm4.static.flickr.com/3025/3036683735_bc4d0dd196.jpg,Gamine,Yes,Yes,Yes,Yes,Yes,Yes,6,7,7
5893186698,http://farm6.static.flickr.com/5311/5893186698_2b76e8e8a1.jpg,Gamine,No,No,No,No,No,No,,1,2
5953458106,http://farm7.static.flickr.com/6001/5953458106_c7d52419dd.jpg,Gamine,Yes,Yes,Yes,NotSure,Yes,No,,1,2
5952928349,http://farm7.static.flickr.com/6020/5952928349_75a90016f8.jpg,Gamine,Yes,Yes,Yes,Yes,Yes,No,,1,2
5953458070,http://farm7.static.flickr.com/6024/5953458070_96b5dfb77e.jpg,Gamine,Yes,NotSure,Yes,NotSure,NotSure,No,,1,2
5952928317,http://farm7.static.flickr.com/6140/5952928317_b8127dfc1a.jpg,Gamine,Yes,Yes,Yes,No,No,No,5,7,2
5953458092,http://farm7.static.flickr.com/6143/5953458092_c41f55ac2c.jpg,Gamine,Yes,Yes,Yes,No,,No,5,7,2
1405582254,http://farm2.static.flickr.com/1079/1405582254_b7e351a816.jpg,Gather (sewing),Yes,Yes,Yes,No,No,No,1,2,2
2196380203,http://farm3.static.flickr.com/2049/2196380203_83ccbc442b.jpg,Gather (sewing),NotSure,Yes,Yes,No,No,,1,2,2
2197168564,http://farm3.static.flickr.com/2300/2197168564_e79da716e2.jpg,Gather (sewing),NotSure,Yes,Yes,No,No,,1,2,2
2196379675,http://farm3.static.flickr.com/2382/2196379675_9c3aedf963.jpg,Gather (sewing),NotSure,Yes,Yes,No,Yes,No,1,2,2
3543338357,http://farm4.static.flickr.com/3588/3543338357_d3f9544539.jpg,Gather (sewing),Yes,Yes,Yes,No,No,No,1,4,
4586948207,http://farm5.static.flickr.com/4005/4586948207_3d350efb18.jpg,Gather (sewing),Yes,Yes,Yes,NotSure,No,No,1,4,
4625216634,http://farm5.static.flickr.com/4020/4625216634_f8df0da2dd.jpg,Gather (sewing),Yes,Yes,Yes,No,No,No,1,4,
4624610203,http://farm5.static.flickr.com/4035/4624610203_63b31dd6c4.jpg,Gather (sewing),No,No,Yes,No,No,No,1,4,
4624609919,http://farm5.static.flickr.com/4036/4624609919_1df1593c4f.jpg,Gather (sewing),No,No,No,No,No,No,5,1,2
4625216896,http://farm5.static.flickr.com/4040/4625216896_ff888053f4.jpg,Gather (sewing),No,No,No,No,No,No,5,1,2
4992299393,http://farm5.static.flickr.com/4154/4992299393_a3bd21e70a.jpg,Gather (sewing),Yes,No,No,NotSure,No,No,5,1,2
6572539643,http://farm8.static.flickr.com/7012/6572539643_48f97408e5.jpg,Gather (sewing),Yes,No,No,Yes,No,No,5,1,2
4400984412,http://farm5.static.flickr.com/4015/4400984412_365116b8da.jpg,Girdle,No,No,No,No,No,No,6,2,4
4526987965,http://farm5.static.flickr.com/4066/4526987965_0d23447370.jpg,Girdle,No,No,No,No,No,No,6,2,4
4888379695,http://farm5.static.flickr.com/4075/4888379695_d9f36e084e.jpg,Girdle,No,No,No,No,No,No,6,2,4
4888384615,http://farm5.static.flickr.com/4076/4888384615_888c8e50d7.jpg,Girdle,No,No,,No,No,No,6,2,4
5528445329,http://farm6.static.flickr.com/5212/5528445329_4c6c15041a.jpg,Girdle,Yes,Yes,Yes,Yes,Yes,Yes,5,7,6
5514746784,http://farm6.static.flickr.com/5292/5514746784_1ae66ee6c4.jpg,Girdle,Yes,Yes,Yes,Yes,Yes,Yes,5,7,6
5954917032,http://farm7.static.flickr.com/6147/5954917032_5395e1b39a.jpg,Girdle,NotSure,No,,NotSure,No,No,5,7,6
7383124876,http://farm8.static.flickr.com/7081/7383124876_2c0aa6a6be.jpg,Girdle,No,No,No,No,No,No,5,7,6
6804751388,http://farm8.static.flickr.com/7200/6804751388_aac4c0100f.jpg,Girdle,,No,No,,No,No,,1,6
7383121314,http://farm9.static.flickr.com/8155/7383121314_c84e5c95e4.jpg,Girdle,,No,No,,No,No,,1,6
4165768110,http://farm3.static.flickr.com/2766/4165768110_2ae56233a8.jpg,Hakama,Yes,Yes,Yes,Yes,Yes,Yes,1,1,2
4165762524,http://farm3.static.flickr.com/2767/4165762524_ca20b407e1.jpg,Hakama,Yes,Yes,Yes,Yes,NotSure,Yes,1,1,2
4165764376,http://farm3.static.flickr.com/2782/4165764376_e09cd302d0.jpg,Hakama,Yes,Yes,Yes,Yes,NotSure,NotSure,1,1,2
4449370117,http://farm3.static.flickr.com/2785/4449370117_3a1a2c0004.jpg,Hakama,No,Yes,No,No,No,No,1,1,2
4450139658,http://farm5.static.flickr.com/4072/4450139658_f7835d0b53.jpg,Hakama,No,No,No,No,No,No,5,5,5
416645229,http://farm1.static.flickr.com/131/416645229_24e549245e.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,
247993297,http://farm1.static.flickr.com/93/247993297_481301782b.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,
3956131978,http://farm3.static.flickr.com/2549/3956131978_208569aeef.jpg,Handbag,Yes,Yes,NotSure,No,No,NotSure,7,7,
4424636504,http://farm3.static.flickr.com/2675/4424636504_117f4004d0.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,
4423875851,http://farm5.static.flickr.com/4008/4423875851_b1706e139b.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
4423884003,http://farm5.static.flickr.com/4050/4423884003_3cf1a6ae86.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
4424628778,http://farm5.static.flickr.com/4066/4424628778_8996806bdd.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
5795264909,http://farm6.static.flickr.com/5068/5795264909_8408d0e89c.jpg,Handbag,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
4829686208,http://farm5.static.flickr.com/4138/4829686208_842f9eccb8.jpg,Hat Act,No,Yes,Yes,No,No,No,1,2,2
5455792419,http://farm6.static.flickr.com/5018/5455792419_e154eefeef.jpg,Hat Act,NotSure,Yes,Yes,Yes,No,NotSure,1,2,2
5456382578,http://farm6.static.flickr.com/5019/5456382578_ee8deb5af7.jpg,Hat Act,NotSure,Yes,Yes,Yes,No,NotSure,1,2,2
5455753763,http://farm6.static.flickr.com/5020/5455753763_4b9d934f0c.jpg,Hat Act,NotSure,Yes,No,No,No,No,1,2,2
6757756967,http://farm8.static.flickr.com/7153/6757756967_f303e884f2.jpg,Boater,No,No,No,No,No,No,2,6,3
